Brand,Product Name,Category,Production Year ,Link to Product Pic,Wholesale Price (Ib),Market Price (Ib),Retial Profit Margin
Mastronardi Produce,Cherry Tomatoes,Tomatoes,2025,https://storage.googleapis.com/aysa-meats/Mastronardi%20Cherri%20Tomattoes%20.jpeg,$4.00/lb,$6.38/lb,60.00%
Mastronardi Produce,Beefsteak/Roma Tomatoes,Vegetables ,2025,https://storage.googleapis.com/aysa-meats/Mastronardi%20Beefsteak%20Tomattoes.jpeg,$1.33/lb,$2.65/lb,123.00%
Mastronardi Produce,Bell (cello pack) Peppers,Peppers ,2025,https://storage.googleapis.com/aysa-meats/Mastronardi%20Bell%20Pappers.jpeg,$1.75/lb,$3.49/lb,100.00%
Mastronardi Produce,Mini/Specialty Peppers,Peppers ,2025,https://storage.googleapis.com/aysa-meats/Mastronardi%20Mini%20Speciality%20Pappers.jpeg,~$2.00/lb,$4.99/lb,150.00%
Mastronardi Produce,English Cucumbers,Cucumbers ,2025,https://storage.googleapis.com/aysa-meats/Mastronardi%20English%20Cuccumber.jpeg,$1.00/each,$2.49/each,249.00%
Mastronardi Produce,Mini Cucumbers,Cucumbers ,2025,https://storage.googleapis.com/aysa-meats/Mastronardi%20Mini%20Cucumber.jpeg,$0.60/lb,$3.99/lb,565.00%
Windset Farms,Cherry/Campari) Tomatoes,Tomatoes,2025,https://storage.googleapis.com/aysa-meats/Windset%20Tomatoes.jpeg,$3.50/lb,$5.99/lb,71.00%
Windset Farms,Bell Peppers,Peppers ,2025,https://storage.googleapis.com/aysa-meats/Windset%20Bell%20Pappers.jpeg,$2.00/lb,$3.99/lb,100.00%
Windset Farms,English Cucumbers,Cucumbers,2025,https://storage.googleapis.com/aysa-meats/Windset%20English%20Cucumber.jpeg,$1.00/each,$2.49/each,149.00%
Windset Farms,Mini/Specialty Peppers,Peppers ,2025,https://storage.googleapis.com/aysa-meats/Village%20Mini%20Speciality%20Pappers.jpeg,$2.50/lb,$4.99/lb,100.00%
Windset Farms,Parsley Herb,Herb,2025,https://storage.googleapis.com/aysa-meats/BrightFarms%20Parsely%20.jpeg,$1.00/bunch,$2.49/bunch,149.00%
Windset Farms,Basil Herb,Herb,2025,https://storage.googleapis.com/aysa-meats/Windset%20Basil.jpeg,$1.00/bunch,$2.49/bunch,149.00%
Village Farms,Cherry/Grape Tomatoes,Tomatoes,2025,https://storage.googleapis.com/aysa-meats/Village%20Cherri%20tomatoes.jpeg,$3.00/lb,$2.99/lb,0.00%
Village Farms,Vine-Ripened Tomatoes,Tomatoes,2025,https://storage.googleapis.com/aysa-meats/Village%20%20Vine-Ripened%20tomatoes.jpeg,$1.20/lb,$1.99/lb,66.00%
Village Farms,Bell Peppers,Peppers,2025,https://storage.googleapis.com/aysa-meats/Mastronardi%20Bell%20Pappers.jpeg,$2.00/lb,$3.49/lb,75.00%
Village Farms,Mini/Specialty Peppers,Peppers,2025,https://storage.googleapis.com/aysa-meats/Village%20Mini%20Speciality%20Pappers.jpeg,$2.50/lb,$4.99/lb,100.00%
Village Farms,English Cucumbers,Cucumbers,2025,https://storage.googleapis.com/aysa-meats/Village%20English%20Cucumber.jpeg,$1.00/each,$2.49/each,149.00%
BrightFarms,Sunny Crunch Lettuce,Lettuce ,2025,https://storage.googleapis.com/aysa-meats/BrightFarms%20Sunny%20Crunch%20Lettuce.jpeg,$2.00/lb,$18.40/lb,820.00%
BrightFarms,Spring Mix Salad,Salads,2025,https://storage.googleapis.com/aysa-meats/BrightFarms%20Spring%20Mix.jpeg,$2.00/lb,$15.20/lb,660.00%
BrightFarms,Family Pack Lettuce,Lettuce ,2025,https://storage.googleapis.com/aysa-meats/BrightFarms%20Family%20Pack%20Lettuce%20.jpeg,$2.00/lb,$9.00/lb,125.00%
BrightFarms,Basil Herb,Herb,2025,https://storage.googleapis.com/aysa-meats/BrightFarms%20Basil%20.jpeg,$1.00/bunch,$2.49/bunch,149.00%
BrightFarms,Parsley Herb,Herb,2025,https://storage.googleapis.com/aysa-meats/BrightFarms%20Parsely%20.jpeg,$1.00/bunch,$2.49/bunch,149.00%
J.R. Simplot Company,White Russet™ Patotoes,Patotoes ,2025,https://storage.googleapis.com/aysa-meats/J.R.%20Simplot%20Company%20White%20Russet.jpeg,$0.16/lb,$0.68/lb,375.00%
J.R. Simplot Company,Innate® Russet Burbank Patotoes,Patotoes ,2025,https://storage.googleapis.com/aysa-meats/J.R.%20Simplot%20Company%20Innate%C2%AE%20Russet%20Burbank.jpeg,$0.16/lb,$0.96–$1.29/lb,700.00%
J.R. Simplot Company,Innate® Ranger Russet Patotoes,Patotoes ,2025,https://storage.googleapis.com/aysa-meats/J.R.%20Simplot%20Compan%20J.R.%20Simplot%20Compan.jpeg,$0.16/lb,$0.96–$1.29/lb,700.00%
J.R. Simplot Company,Innate® Atlantic Patotoes,Patotoes ,2025,https://storage.googleapis.com/aysa-meats/J.R.%20Simplot%20Compan%20Innate%20Atlantic.jpeg,$0.16/lb,$0.96–$1.29/lb,700.00%
J.R. Simplot Company,Innate® Snowden Patotoes,Patotoes ,2025,https://storage.googleapis.com/aysa-meats/J.R.%20Simplot%20Compan%20Innate%20Snowden.jpeg,$0.16/lb,$0.96–$1.29/lb,700.00%
Basic American Foods,Potato Pearls® Value (28 oz) Patotoes,Patotoes ,2025,https://storage.googleapis.com/aysa-meats/Basic%20American%20Foods%20Potato%20Pearl.jpeg,$2.56/lb,$4.99/lb,95.00%
Basic American Foods,Gold Extra Rich Mashed (59 oz) Patotoes,Patotoes ,2025,https://storage.googleapis.com/aysa-meats/Basic%20American%20Foods%20Gold%20Extra%20rich%20mashed.jpeg,$3.36/lb,$4.75/lb,41.00%
Basic American Foods,Low Sodium Mashed (57 oz) Patotoes,Patotoes ,2025,https://storage.googleapis.com/aysa-meats/Basic%20American%20Foods%20Low%20Soduim%20Mashed.jpeg,$3.36/lb,$5.35/lb,59.00%
Basic American Foods,Instant Granules (5.31 lb pouch) Patotoes,Patotoes ,2025,https://storage.googleapis.com/aysa-meats/American%20basic%20foods%20Instant%20Granules%20(5.31%20lb%20pouch).jpeg,$4.33/lb,$7.50/lb,73.00%
Barilla (Barilla America),Spaghetti No. 5 Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Spaghetti%20No.%205.jpeg,$1.76/lb,$1.89–$2.49/lb,41.00%
Barilla (Barilla America),Thin Spaghetti Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Thin%20Spaghetti.jpeg,$1.76/lb,$2.19–$2.79/lb,59.00%
Barilla (Barilla America),Penne Rigate Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Penne%20Rigate.jpeg,$1.76/lb,$2.49/lb,41.00%
Barilla (Barilla America),Rotini Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Rotini.jpeg,$1.76/lb,$2.49/lb,41.00%
Barilla (Barilla America),Farfalle Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Farfalle.jpeg,$1.92/lb,$2.49/lb,30.00%
Barilla (Barilla America),Farfalle Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Farfalle.jpeg,$1.92/lb,$1.66–$2.75/lb,43.00%
Barilla (Barilla America),Lasagne (Wavy) Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Lasagne%20(Wavy).jpeg,$1.76/lb,$2.49–$5.59/lb,217.00%
Barilla (Barilla America),Ziti / Rigatoni Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Ziti%20%3A%20Rigatoni.jpeg,$1.76/lb,$1.66–$1.99/lb,13.00%
Barilla (Barilla America),Shells Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Shells.jpeg,$1.76/lb,$2.49/lb,41.00%
Barilla (Barilla America),Orzo Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Orzo%20Mini.jpeg,$1.76/lb,$1.99/lb,13.00%
Barilla (Barilla America),Mini Shells Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Mini%20Shells.jpeg,$1.76/lb,$2.49–2.99/lb,70.00%
Barilla (Barilla America),Ditalini Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Ditalini.jpeg,$1.76/lb,$2.49/lb,41.00%
Barilla (Barilla America),Orzo Mini Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Orzo%20Mini.jpeg,$1.76/lb,$1.99–2.49/lb,41.00%
Barilla (Barilla America),Cavatappi Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Cavatappi.png,$1.76/lb,$2.49–2.99/lb,70.00%
Barilla (Barilla America),Bucatini Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Bucatini.jpeg,$1.76/lb,$2.99/lb,70.00%
Barilla (Barilla America),Fusilli (Corkscrew) Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Fusilli%20(Corkscrew).jpeg,$1.76/lb,$2.49/lb,41.00%
Barilla (Barilla America),Angel Hair Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20ngel%20Hair.jpeg,$1.76/lb,$1.99–2.49/lb,41.00%
Barilla (Barilla America),Lasagna Sheets (flat) Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Lasagna%20Sheets%20(flat).jpeg,$1.76/lb,$2.49–4.99/lb,84.00%
Barilla (Barilla America),Elbows (Small) Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Elbows%20(Small).jpeg,$1.76/lb,$2.49/lb,41.00%
Barilla (Barilla America),Rotelle (Wagon Wheel) Pasta,Pasta,2025,https://storage.googleapis.com/aysa-meats/Barilla%20Rotelle%20(Wagon%20Wheel).jpeg,$1.76/lb,$2.99/lb,70.00%
Costco ,Starbucks French Roast Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Caffe%CC%80%20Verona%20(12%20oz).jpeg,$4.00/lb,$7.00/lb,75.00%
Costco ,Starbucks Cafee Vernona Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Caffe%CC%80%20Verona%20(12%20oz).jpeg,$4.00/lb,$7.00/lb,75.00%
Costco ,Starbucks Organic Winter Blend Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Organic%20Winter%20Blend%20(Whole%20Bean).jpeg,$4.00/lb,$9.60/lb,140.00%
Costco ,Starbucks Spring Blend Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Spring%20Blend%20(Whole%20Bean).jpeg,$4.00/lb,$9.60/lb,140.00%
Costco ,Starbucks Pike Place K-Cup K-Cup Pods Coffee,K-Cup Pods,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Caffe%CC%80%20Verona%C2%AE%20(K-Cup).jpeg,$2.40/lb,$4.38/lb,80.00%
Costco ,Rogers Family Co. Organic Rainforest Blend Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Rogers%20Organic%20Rainforest%20Blend%20(Whole%20Bean%203%20lb).jpeg,$5.00–$5.50/lb,$6.99–$7.49/lb,27–40%
Costco ,Rogers Family Co. Organic Haselnut Ground Coffee,Ground ,2025,https://storage.googleapis.com/coffee-aysa2025/Rogers%20Organic%20Hazelnut%20Flavored%20Ground%20(12%20oz).jpeg,$5.00–$5.50/lb,$7.99/lb eq.,45–60%
Costco ,Rogers Family Co. Organic Dark Roast Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Rogers%20Organic%20Dark%20Roast%20(Whole%20Bean%203%20lb).jpeg,$5.00–$5.50/lb,$6.99–$7.49/lb,27–40%
Costco ,Kirkland Signature House Blend Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Kirkland%20House%20Blend%20(Whole%20Bean%2C%201.13%20kg).jpeg,$4.00/lb,$6.65/lb,66.00%
Costco ,Kirkland Signature French Roast Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Kirkland%20French%20Roast%20(Whole%20Bean%2C%202.5%20lb).jpeg,$4.00/lb,$8.80/lb,120.00%
Costco ,Kirkland Signature Colombian Supremo Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Kirkland%20Colombian%20Supremo%20(Whole%20Bean%2C%203%20lb).jpeg,$4.00/lb,$5.16/lb,29.00%
Costco ,Kirkland Signature Espresso Blend Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Kirkland%20Espresso%20Blend%20(Whole%20Bean%2C%202.49%20lb).jpeg,$4.00/lb,$5.61/lb,40.00%
Costco ,Kirkland Signature Decaf Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Kirkland%20Decaf%20(Whole%20Bean%2C%203%20lb).jpeg,$4.00/lb,$7.33/lb,83.00%
Costco ,Nescafé Taster’s Choice Instant Soluble Coffee,Soluble ,2025,https://storage.googleapis.com/coffee-aysa2025/Nescafe%CC%81%20Taster%E2%80%99s%20Choice%20%E2%80%93%20Classic%20(8%20oz%20jar).jpeg,$8.00,$10.86,26.00%
Costco ,Nescafé Clasico Instant Soluble Coffee,Soluble ,2025,https://storage.googleapis.com/coffee-aysa2025/Nescafe%20Instant%20Soluble%20Coffee.jpeg,$7.50,$10.87,31.00%
Costco ,Nescafé Rich Instant Soluble Coffee,Soluble ,2025,https://storage.googleapis.com/coffee-aysa2025/Nescafe%20Instant%20Soluble%20Coffee.jpeg,$7.50,$9.20,23.00%
Costco ,Starbucks by Nespresso Original Capsules Coffee,Capsules,2025,https://storage.googleapis.com/coffee-aysa2025/Nespresso%20Original%20Capsules%20(30%20ct).jpeg,$1.10,$1.33,21.00%
Costco ,Starbucks by Nespresso Vertuo Capsules Coffee,Capsules,2025,https://storage.googleapis.com/coffee-aysa2025/Nespresso%20Original%20Capsules%20(30%20ct).jpeg,$1.10,$1.18,7.00%
Costco ,Kirkland Signature Colombian Supremo Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Kirkland%20Colombian%20Supremo%20(Whole%20Bean%2C%203%20lb).jpeg,$5.00,$5.50,9.00%
Costco ,Enveritas Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Enveritas%20(Whole%20Bean%202.5%20lb).jpeg,5.00/lb,4.40/lb,-14.00%
Costco ,Enveritas Espresso Blend Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Enveritas%20Espresso%20Blend%20(Whole%20Bean%202.5%20lb).jpeg,5.00/lb,5.52/lb,9.00%
Costco ,Enveritas French Roast Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Enveritas%20French%20Roast%20(Whole%20Bean%203%20lb).jpeg,5.25/lb,5.33/lb,15.00%
Costco ,Enveritas Decaf Blend Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Enveritas%20Decaf%20Blend%20(Whole%20Bean%202.5%20lb).jpeg,5.25/lb,5.12/lb,-250.00%
Costco ,Enveritas Pacific Bold K‑Cup K-Cup Pods Coffee,K-Cup Pods ,2025,https://storage.googleapis.com/coffee-aysa2025/Enveritas%20Pacific%20Bold%20K%E2%80%91Cup%20Pods%20(120%20ct).jpeg,0.25/pod,0.39/pod,3600.00%
Costco ,Kirkland Organic Summit Roast K‑Cup K-Cup Pods Coffee,K-Cup Pods ,2025,https://storage.googleapis.com/coffee-aysa2025/Kirkland%20Organic%20Summit%20Roast%20K%E2%80%91Cup%20Pods%20(120%20ct).jpeg,0.25/pod,0.39/pod,3600.00%
FoodMaxx,Starbucks House Blend K-Cup Pods Coffee,K-Cup Pods ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Pike%20Place%20K%E2%80%91Cup%20(converted%20to%20per%20lb).jpeg,$4.00/lb,$16.39/lb,310.00%
FoodMaxx,Starbucks French Roast Ground Coffee,Ground ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Caffe%CC%80%20Verona%20(12%20oz).jpeg,$4.00/lb,$16.39/lb,310.00%
FoodMaxx,Starbucks Sumatra Dark Roast Ground Coffee,Ground ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Sumatra%20Dark%20Roast%20(12%20oz).jpeg,$4.00/lb,$13.32/lb,233.00%
FoodMaxx,Starbucks Veranda Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Veranda%20Blonde%20Roast%20(12%20oz).jpeg,$4.00/lb,$16.39/lb,310.00%
FoodMaxx,Starbucks Espresso Roast Espresso,Espresso  ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Espresso%20%26%20Cream.jpeg,$4.00/lb,$13.32/lb,233.00%
Price Chopper ,Starbucks Pike Place Medium Roast Pod Coffee,Pod ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Pike%20Place%20K%E2%80%91Cup%20(converted%20to%20per%20lb).jpeg,$4.00/lb,$12.99/lb,225.00%
Price Chopper ,Starbucks Breakfast Blend Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Breakfast%20Blend%20(12%20oz).jpeg,$4.00/lb,$12.99/lb,225.00%
Price Chopper ,Starbucks House Blend Decaf,Decaf ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20House%20Blend%20(12%20oz).jpeg,$4.00/lb,$15.89/lb,297.00%
Price Chopper ,Starbucks French Roast Ground Coffee,Ground ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Caffe%CC%80%20Verona%20(12%20oz).jpeg,$4.00/lb,$15.99/lb,300.00%
Price Chopper ,Starbucks Espresso Roast Espresso,Espresso ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Espresso%20%26%20Cream.jpeg,$4.00/lb,$15.99/lb,300.00%
Price Chopper ,Starbucks Cafe Verona Ground Coffee,Ground ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Caffe%CC%80%20Verona%20(12%20oz).jpeg,$4.00/lb,$15.99/lb,300.00%
Starbucks (In-store Sell),Veranda Blend® Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Veranda%20Blonde%20Roast%20(12%20oz).jpeg,$7.50,$13.95,86.00%
Starbucks (In-store Sell),Sunsera Blend™ Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbuck%20Sunsera%20Blend%E2%84%A2.jpeg,$7.50,$13.95,86.00%
Starbucks (In-store Sell),Pike Place Roast Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Pike%20Place%20K%E2%80%91Cup%20(converted%20to%20per%20lb).jpeg,$8.00,$14.95,86.87%
Starbucks (In-store Sell),House Blend Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20House%20Blend%20(12%20oz).jpeg,$8.00,$14.95,86.87%
Starbucks (In-store Sell),Breakfast Blend Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Breakfast%20Blend%20(12%20oz).jpeg,$8.00,$14.95,86.87%
Starbucks (In-store Sell),Colombia Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Breakfast%20Blend%20(12%20oz).jpeg,$8.50,$15.50,82.35%
Starbucks (In-store Sell),Guatemala Antigua Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Breakfast%20Blend%20(12%20oz).jpeg,$8.50,$15.50,82.35%
Starbucks (In-store Sell),Mountain Blend™ Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Mountain%20Blend%E2%84%A2.jpeg,$8.50,$15.50,82.35%
Starbucks (In-store Sell),Caffè Verona® Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Caffe%CC%80%20Verona%20(12%20oz).jpeg,$9.00,$16.50,83.33%
Starbucks (In-store Sell),French Roast Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Caffe%CC%80%20Verona%20(12%20oz).jpeg,$9.00,$16.50,83.33%
Starbucks (In-store Sell),Espresso Roast Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Caffe%CC%80%20Verona%20(12%20oz).jpeg,$9.50,$16.95,78.42%
Starbucks (In-store Sell),Italian Roast® Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Italian%20Roast%C2%AE.jpeg,$9.50,$16.95,78.42%
Starbucks (In-store Sell),Sumatra Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Sumatra%20Dark%20Roast%20(12%20oz).jpeg,$9.50,$16.95,78.42%
Starbucks (In-store Sell),Decaf Pike Place Roast Decaf,Decaf ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Pike%20Place%20K%E2%80%91Cup%20(converted%20to%20per%20lb).jpeg,$8.25,$14.95,81.21%
Starbucks (In-store Sell),Colombia WHole Bean Coffee,WHole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Colombia.jpeg,$8.50,$15.50,82.35%
Starbucks (In-store Sell),Guatemala Antigua WHole Bean Coffee,WHole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Guatemala%20Antigua.jpeg,$8.50,$15.50,82.35%
Starbucks (In-store Sell),Sumatra Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Sumatra%20Dark%20Roast%20(12%20oz).jpeg,$8.50,$15.50,82.35%
Starbucks (In-store Sell),Odyssey Blend™ Special Blends Coffee,Special Blends ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Odyssey%20Blend%E2%84%A2.jpeg,$9.75,$17.95,84.10%
Starbucks (In-store Sell),Siren’s Blend™ Special Blends Coffee,Special Blends ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Siren%E2%80%99s%20Blend%E2%84%A2.jpeg,$9.75,$17.95,84.10%
Starbucks (In-store Sell),Pike Place Roast Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Pike%20Place%20K%E2%80%91Cup%20(converted%20to%20per%20lb).jpeg,$8.00,$14.95,86.87%
Starbucks (In-store Sell),Sumatra Whole Bean Coffee,Whole Bean ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Sumatra%20Dark%20Roast%20(12%20oz).jpeg,$9.50,$16.95,78.42%
Starbucks (In-store Sell),House Blend Ground Coffee,Ground ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20French%20Roast%20(Whole%20Bean).jpeg,$8.00,$14.95,86.87%
Starbucks (In-store Sell),French Roast Ground Coffee,Ground ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20French%20Roast%20(Whole%20Bean).jpeg,$9.00,$15.95,77.22%
Starbucks (In-store Sell),Espresso Roast Ground Coffee,Ground ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Espresso%20Roast%20(12%20oz).jpeg,$9.50,$16.95,78.42%
Starbucks (In-store Sell),Sumatra Ground Coffee,Ground ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Sumatra.jpeg,$9.50,$16.95,78.42%
Starbucks (In-store Sell),Caffè Verona® K-Cup Pods Coffee,K-Cup Pods ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Caffe%CC%80%20Verona%C2%AE%20(K-Cup).jpeg,$10.00,$17.50,75.00%
Starbucks (In-store Sell),Veranda Blend® K-Cup Pods Coffee,K-Cup Pods ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Caffe%CC%80%20Verona%C2%AE%20(K-Cup).jpeg,$10.00,$17.50,75.00%
Starbucks (In-store Sell),VIA® Italian Roast Instant Coffee,Instant ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20VIA%C2%AE%20Italian%20Roast.jpeg,$1.00,$2.50,150.00%
Starbucks (In-store Sell),VIA® Colombia Instant Coffee,Instant ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20VIA%C2%AE%20Colombia.jpeg,$1.00,$2.50,150.00%
Starbucks (In-store Sell),VIA® Decaf Pike Place Instant Coffee,Instant ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20VIA%C2%AE%20Decaf%20Pike%20Place.jpeg,$1.00,$2.50,150.00%
Starbucks (In-store Sell),Cold Brew Concentrate Cold Brew Coffee,Cold Brew ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Cold%20Brew%20Concentrate.jpeg,$6.00,$9.95,65.83%
Starbucks (In-store Sell),Frappuccino® Cold Brew Coffee,Cold Brew ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Frappuccino%C2%AE%20RTD.jpeg,$6.00,$9.95,65.83%
Starbucks (In-store Sell),Vanilla Flavored Coffee,Flavored ,2025,https://storage.googleapis.com/coffee-aysa2025/%20Starbucks%20Tropical%20Peach.jpeg,$8.75,$13.95,59.43%
Starbucks (In-store Sell),Vanilla Seasonal Coffee,Seasonal ,2025,https://storage.googleapis.com/coffee-aysa2025/%20Starbucks%20Tropical%20Peach.jpeg,$8.75,$13.95,59.43%
Starbucks (In-store Sell),Holiday Blend Flavored Coffee,Flavored ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Holiday%20Blend.jpeg,$9.00,$14.50,61.11%
Starbucks (In-store Sell),Holiday Blend Seasonal Coffee,Seasonal ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20French%20Roast%20(Whole%20Bean).jpeg,$9.00,$14.50,61.11%
Starbucks (In-store Sell),Tropical Peach Energy Drinks,Energy Drinks,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20French%20Roast%20(Whole%20Bean).jpeg,$6.00,$1.50,75.00%
Starbucks (In-store Sell),Watermelon Twist Energy Drinks,Energy Drinks,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Watermelon%20Twist.jpeg,$6.00,$1.50,75.00%
Starbucks (In-store Sell),Blueberry Lemonade Energy Drinks,Energy Drinks,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Blueberry%20Lemonade.jpeg,$6.00,$1.50,75.00%
Starbucks (In-store Sell),Sea Salt Caramel Low-Calorie Frappuccino,Low-Calorie Frappuccino,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Sea%20Salt%20Caramel.jpeg,$5.95,$1.49,74.96%
Starbucks (In-store Sell),Creamy Vanilla Low-Calorie Frappuccino,Low-Calorie Frappuccino,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Creamy%20Vanilla.jpeg,$5.95,$1.49,74.96%
Starbucks (In-store Sell),Double Chocolate Low-Calorie Frappuccino,Low-Calorie Frappuccino,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Double%20Chocolate.jpeg,$5.95,$1.49,74.96%
Starbucks (In-store Sell),Mocha Espresso Shots,Espresso ,2025,https://storage.googleapis.com/coffee-aysa2025/Starbucks%20Mocha.jpeg,$4.75,$1.19,74.95%
